document_name,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5
everyth,0.08356129,0.08380863,0.08357616,0.5807237,0.0845199,0.08381029
team,0.58181554,0.083960555,0.084010735,0.08345096,0.083337,0.08342522
need,0.08362814,0.08373305,0.084224865,0.58076507,0.08379402,0.08385486
chat,0.5816358,0.083638646,0.083340116,0.08337451,0.08467012,0.08334089
thread,0.58301777,0.083398506,0.083394945,0.08339643,0.08339694,0.083395444
convers,0.0838015,0.08376671,0.08423883,0.083659805,0.5803726,0.08416059
meet,0.0834552,0.5832055,0.083334886,0.083334856,0.083334796,0.08333477
video,0.08341589,0.08376951,0.08333487,0.5821707,0.08385273,0.083456285
conferenc,0.083599426,0.5830176,0.08334561,0.08334583,0.08334592,0.08334563
call,0.5828138,0.08358436,0.08357471,0.08333581,0.08333579,0.08335558
content,0.58191997,0.08359565,0.084466174,0.083339386,0.08333956,0.08333927
collabor,0.08411967,0.08404451,0.5804503,0.08468005,0.083356604,0.083348855
power,0.084340416,0.08366232,0.08398974,0.084272,0.5801883,0.083547235
microsoft,0.5824759,0.08334381,0.08334301,0.08337146,0.08412258,0.0833432
365,0.58324814,0.083351,0.08334989,0.08335024,0.08335033,0.083350405
applic,0.08416023,0.0844666,0.083904125,0.57903725,0.08368631,0.0847455
abil,0.08381626,0.083356865,0.08335559,0.08335612,0.08335632,0.58275884
creat,0.0834717,0.08360138,0.08343474,0.58207804,0.08363191,0.0837822
integr,0.57959765,0.08334749,0.08448695,0.084649965,0.083532445,0.084385514
app,0.084451936,0.08410715,0.5803504,0.08353108,0.08414585,0.083413586
workflow,0.08414946,0.0833716,0.08421942,0.08337017,0.5815183,0.08337103
busi,0.083598465,0.083503015,0.083440945,0.083862066,0.5822542,0.08334135
reli,0.58301735,0.083398685,0.08339496,0.08339648,0.08339697,0.08339558
you,0.08394687,0.083736174,0.580692,0.08374751,0.083420455,0.08445703
also,0.08393457,0.083478846,0.08420977,0.083847225,0.08334709,0.58118254
microsoft,0.58243674,0.083343826,0.083343014,0.08337152,0.08416168,0.083343215
team,0.58183247,0.08395118,0.0840034,0.08345085,0.083337,0.083425134
manag,0.084076874,0.08333964,0.084002994,0.08334,0.5817702,0.083470315
person,0.084056966,0.08402309,0.58176154,0.083359405,0.08339108,0.08340791
life,0.08400359,0.08334022,0.083473295,0.5823582,0.08333957,0.083485104
chat,0.58173996,0.083637655,0.08334009,0.08337439,0.084567055,0.08334087
plan,0.08348161,0.08334092,0.08370213,0.083340466,0.5826291,0.08350578
share,0.084411144,0.08430606,0.08392824,0.5788893,0.084280066,0.084185205
shop,0.08359765,0.5810153,0.08490531,0.08334595,0.0837899,0.0833459
list,0.08420212,0.08349962,0.08342044,0.5816897,0.08384401,0.08334411
task,0.58328444,0.083343476,0.08334278,0.08334301,0.08334306,0.08334324
even,0.084012344,0.0833392,0.08374906,0.58048403,0.0842421,0.08417327
locat,0.08463048,0.083741695,0.5803332,0.08362958,0.08410627,0.08355885
coordin,0.08414145,0.08337137,0.083369195,0.083369896,0.58237773,0.083370335
event,0.08377903,0.58088565,0.08381777,0.08352326,0.084135085,0.0838592
fellow,0.084147334,0.08337065,0.083368585,0.083369285,0.58237535,0.083368845
club,0.5830171,0.08339857,0.08339502,0.0833965,0.083397,0.083395794
famili,0.581051,0.0841073,0.083720505,0.08335026,0.08335044,0.08442048
member,0.084716834,0.08448197,0.58072704,0.08335811,0.08335842,0.08335765
decis,0.5830181,0.08339836,0.08339483,0.08339635,0.08339687,0.08339548
quickli,0.5801572,0.083346725,0.08458326,0.08405171,0.084374234,0.083486825
team,0.58182085,0.08396748,0.083998546,0.083450936,0.083337,0.0834252
provid,0.083568335,0.083582096,0.5818686,0.08349285,0.08358998,0.08389816
singl,0.5815904,0.083343685,0.083851896,0.08376397,0.083420895,0.084029146
hub,0.5819141,0.08464613,0.08335956,0.08336013,0.08336029,0.08335976
help,0.08384373,0.08346542,0.58145577,0.083697006,0.08383087,0.0837072
stay,0.08412966,0.083341174,0.08349358,0.083558016,0.58213687,0.08334075
connect,0.08390819,0.08418674,0.08389072,0.08362355,0.5809278,0.08346302
organ,0.083718106,0.083687656,0.08351344,0.08363722,0.08389574,0.58154786
bring,0.5803023,0.08378365,0.08423253,0.08464115,0.08369682,0.08334358
balanc,0.08416089,0.0833708,0.08336867,0.083369374,0.5823614,0.08336887
entir,0.58223563,0.083343714,0.08385543,0.08365429,0.08334313,0.08356782
life,0.084004834,0.08334022,0.08347331,0.5823569,0.08333957,0.08348512
easilymov,0.58301723,0.08339861,0.08339499,0.0833965,0.083396964,0.083395675
work,0.08404009,0.0836417,0.57977825,0.083853416,0.083903894,0.08478267
person,0.08406562,0.084024295,0.58175164,0.08335942,0.08339111,0.083407946
account,0.08477978,0.083343826,0.0841751,0.08364888,0.5804816,0.08357081
stay,0.084132165,0.083341174,0.0834936,0.08355802,0.5821343,0.08334075
organizedthroughout,0.58301777,0.083398506,0.0833949,0.08339643,0.0833969,0.08339551
day,0.58053094,0.08370654,0.08478526,0.083996154,0.083639294,0.083341844
whether,0.083752744,0.08426448,0.58151644,0.083642304,0.083342135,0.08348184
your,0.08454632,0.5805814,0.083885044,0.083927825,0.08345917,0.0836002
sprint,0.58301675,0.08339875,0.083395034,0.083396554,0.08339704,0.08339588
toward,0.5830188,0.08339828,0.08339471,0.08339627,0.08339674,0.08339518
deadlin,0.58301723,0.08339858,0.083394974,0.08339651,0.08339697,0.083395705
help,0.08384376,0.083465375,0.58146036,0.08369705,0.08382701,0.08370642
kid,0.583054,0.08334347,0.08334306,0.08334307,0.08334311,0.08357326
homework,0.5830176,0.083398506,0.08339496,0.08339646,0.083396904,0.08339556
team,0.5818739,0.0839378,0.08397584,0.08345057,0.083337,0.083424926
help,0.08384273,0.08346539,0.58145845,0.08369687,0.083829656,0.08370691
achiev,0.083868116,0.08335896,0.5826985,0.083358176,0.08335836,0.083357856
connect,0.08390872,0.08420388,0.08389076,0.08362379,0.5809097,0.08346312
commun,0.084650196,0.5790728,0.08447464,0.083496,0.08447062,0.083835796
chat,0.5816714,0.08363832,0.08334011,0.08337447,0.08463479,0.08334088
1-1,0.58301675,0.08339876,0.08339505,0.08339657,0.083397046,0.083395846
group,0.5817784,0.08355843,0.08401702,0.08369391,0.08350149,0.08345072
messag,0.084041245,0.08334286,0.5822752,0.08334223,0.083656035,0.08334243
dedic,0.08413356,0.083370715,0.08336843,0.08336932,0.58238924,0.083368696
channel,0.08429269,0.08337502,0.08337252,0.58221245,0.08337381,0.08337354
commun,0.084791996,0.57891816,0.08448015,0.083496615,0.08447498,0.08383807
entir,0.58221555,0.08334373,0.08387436,0.08365497,0.08334315,0.083568245
team,0.58183026,0.08395071,0.08400603,0.08345086,0.083337,0.08342514
HD,0.5832709,0.08334623,0.08334576,0.08334572,0.08334572,0.08334561
audio,0.5826704,0.08342287,0.08333609,0.0838522,0.08333543,0.08338301
video,0.0834158,0.08376664,0.08333486,0.58218384,0.083842695,0.08345616
call,0.5828112,0.08358539,0.08357627,0.0833358,0.08333578,0.08335558
schedul,0.08491414,0.5816355,0.083362155,0.08336277,0.08336294,0.08336255
face-to-fac,0.58301765,0.083398506,0.083394974,0.08339649,0.08339692,0.08339545
meet,0.0834461,0.58321464,0.08333488,0.08333485,0.08333479,0.08333476
almost,0.5825512,0.08336118,0.08335972,0.08336008,0.08336025,0.084007606
anywher,0.08489737,0.084244914,0.08459446,0.57872444,0.0836133,0.0839255
mention,0.58301824,0.08339847,0.08339481,0.08339632,0.08339681,0.08339533
individu,0.08359688,0.5820442,0.0833457,0.08431295,0.0833545,0.08334576
team,0.5818769,0.08393915,0.08397154,0.08345055,0.083336994,0.0834249
member,0.58038616,0.08458755,0.08494582,0.0833602,0.083360545,0.0833597
whole,0.5818938,0.084112436,0.08334992,0.083350144,0.083943054,0.08335065
team,0.5818757,0.08393527,0.08397659,0.083450556,0.083337,0.08342492
colleagu,0.08388409,0.08334505,0.083586484,0.083891205,0.58194846,0.08334473
attent,0.0846703,0.08339731,0.58175635,0.0833921,0.08339255,0.08339135
to-do,0.084707536,0.08339446,0.58172375,0.08339157,0.08339197,0.08339066
list,0.08419004,0.08349952,0.083420396,0.58170265,0.08384332,0.0833441
calendar,0.084915444,0.5809806,0.08334575,0.0833461,0.08334603,0.0840661
cloud,0.0836312,0.08333755,0.08333802,0.083732575,0.084287055,0.58167356
storag,0.08421416,0.08334224,0.083530664,0.08398315,0.58037025,0.084559515
access,0.08428375,0.08371395,0.58020556,0.08347302,0.08418101,0.08414271
right,0.083857246,0.08333864,0.5817028,0.0836973,0.083729215,0.08367479
group,0.58172387,0.08355921,0.084067844,0.083696,0.08350201,0.08345107
chat,0.5817292,0.08363776,0.083340086,0.0833744,0.08457771,0.08334086
person,0.08406104,0.084024124,0.58175635,0.08335942,0.08339109,0.08340793
chat,0.581718,0.08363788,0.0833401,0.08337442,0.084588714,0.083340876
document,0.083375126,0.08337172,0.083366536,0.58195627,0.08404778,0.083882555
file,0.08346871,0.08345729,0.0837607,0.08462034,0.58034486,0.084348105
secur,0.08459514,0.08365882,0.083723605,0.08335029,0.58133143,0.08334074
access,0.08431471,0.08371449,0.58017147,0.08347319,0.08418193,0.08414421
organ,0.083717644,0.08368708,0.08351333,0.08363687,0.083890304,0.5815548
your,0.084547125,0.5805801,0.08388519,0.08392817,0.083459176,0.08360022
whole,0.5818916,0.08411431,0.08334992,0.083350144,0.08394339,0.08335065
life,0.08398934,0.08334021,0.083473176,0.5823727,0.083339565,0.08348497
file,0.083468474,0.08345708,0.0837598,0.08456226,0.5804083,0.084344156
share,0.08439662,0.08429966,0.08392716,0.5789239,0.084270045,0.08418263
edit,0.08351485,0.0833367,0.083477914,0.58155644,0.08411915,0.0839949
go,0.08462706,0.08334115,0.58075124,0.08363415,0.08426144,0.08338496
make,0.08351538,0.083578005,0.08353135,0.58187836,0.08369291,0.08380398
manag,0.0840805,0.08333964,0.084003866,0.08334,0.58176565,0.083470345
work,0.08404576,0.08364419,0.08475866,0.08385762,0.08390849,0.5797853
project,0.08366555,0.08335073,0.5814994,0.08385213,0.08334918,0.08428303
breez,0.084229946,0.08336393,0.58231753,0.08336302,0.083363175,0.08336243
intellig,0.08452211,0.083357364,0.083865,0.0841099,0.083356574,0.580789
search,0.08391026,0.084516555,0.57907003,0.08442013,0.08457594,0.08350708
find,0.083736695,0.08340587,0.5814972,0.0834487,0.08453832,0.08337323
document,0.08337502,0.083371624,0.08336645,0.5820037,0.08402004,0.08386316
spreadsheet,0.084139206,0.083371416,0.08336928,0.08337278,0.5823777,0.083369665
photo,0.08339031,0.08333531,0.083462544,0.5826122,0.083527505,0.08367212
chat,0.30492026,0.08377649,0.08334296,0.0833919,0.36122435,0.083344065
team,0.58185333,0.083944894,0.08398907,0.08345071,0.083337,0.08342503
convers,0.083803125,0.08376813,0.08427052,0.08366076,0.5803124,0.08418508
custom,0.581592,0.0834129,0.08409368,0.08361277,0.08363724,0.083651416
notif,0.08424239,0.083345436,0.581378,0.08334543,0.08434399,0.08334474
give,0.0837123,0.08333959,0.5816454,0.083338946,0.08352666,0.08443712
control,0.08467723,0.08334395,0.08446349,0.083651245,0.08505526,0.57880884
stay,0.08409958,0.08334116,0.08349332,0.08355761,0.58216757,0.083340734
focu,0.5830174,0.08339855,0.08339495,0.08339649,0.08339696,0.083395675
matter,0.083861284,0.08335941,0.58118093,0.08335813,0.08428597,0.08395426
work,0.08404663,0.08364449,0.084792905,0.08385819,0.08390914,0.57974863
calendar,0.08479638,0.5811025,0.08334571,0.08334606,0.083346,0.084063396
person,0.08405458,0.08402426,0.58176273,0.08335941,0.08339108,0.08340791
calendar,0.33272636,0.3328541,0.08334982,0.083350286,0.0833502,0.084369235
one,0.08421904,0.0842904,0.5797404,0.083916835,0.0834068,0.08442651
group,0.5817453,0.08355892,0.084047675,0.08369531,0.08350181,0.08345093
dashboard,0.08386453,0.08336,0.58270115,0.0833582,0.083358385,0.08335771
view,0.083741345,0.08427022,0.08360294,0.08368823,0.5811282,0.08356907
import,0.083602905,0.08392644,0.08351768,0.08366928,0.08386877,0.58141494
item,0.08454461,0.08335708,0.0838615,0.083356395,0.0833564,0.581524
share,0.084461465,0.08431948,0.08392983,0.5788247,0.084276,0.084188536
locat,0.084616356,0.08374149,0.5803482,0.08362944,0.084105775,0.083558746
upcom,0.0841108,0.08337063,0.083368614,0.08336937,0.58148724,0.08429335
task,0.5832845,0.08334347,0.083342776,0.083343,0.08334305,0.08334323
within,0.083559066,0.08334232,0.5827133,0.08334201,0.08334198,0.083701335
group,0.5817507,0.08355887,0.08404237,0.08369542,0.08350178,0.08345091
chat,0.3037142,0.0837737,0.08334296,0.08339188,0.3624332,0.083344065
safeti,0.08359823,0.5830188,0.08334558,0.0833459,0.08334591,0.083345614
secur,0.084628016,0.083659165,0.08372403,0.0833503,0.58129776,0.08334075
enterprise-level,0.5830176,0.08339852,0.083394945,0.08339644,0.08339692,0.083395615
secur,0.08464266,0.08365932,0.08372422,0.083350316,0.58128273,0.08334076
complianc,0.58301616,0.08339871,0.08339512,0.08339669,0.08339716,0.08339616
expect,0.58301795,0.08339849,0.08339486,0.083396375,0.08339687,0.08339545
microsoft,0.5825021,0.0833438,0.08334299,0.083371416,0.08409651,0.083343185
365,0.58324814,0.083351,0.08334989,0.08335024,0.08335033,0.083350405
locat,0.08469833,0.08374259,0.58026123,0.08363019,0.08410836,0.08355929
share,0.08440023,0.08429869,0.08392717,0.57892215,0.08426914,0.08418256
let,0.083772,0.08393594,0.08350384,0.08355997,0.5818041,0.083424166
colleagu,0.08389803,0.08334507,0.083586946,0.08389815,0.58192706,0.08334475
friend,0.08460739,0.08384214,0.57832706,0.08477081,0.084503844,0.08394875
famili,0.5810668,0.08410652,0.08372027,0.08335026,0.08335044,0.08440571
know,0.5804135,0.08335508,0.08413835,0.08335435,0.08410992,0.084628806
storag,0.08421233,0.08334225,0.083530664,0.08398306,0.580369,0.08456273
safe,0.08431969,0.58050114,0.08403161,0.08334614,0.0844554,0.083346024
group,0.5817234,0.083559215,0.08406876,0.08369557,0.083502,0.08345107
store,0.08363616,0.08436073,0.083458014,0.08368847,0.5814537,0.08340295
access,0.084261045,0.0837135,0.5802311,0.08347289,0.08418005,0.08414147
share,0.08439548,0.08430151,0.08392742,0.5789177,0.08427386,0.08418401
import,0.08360323,0.0839393,0.083517894,0.08366989,0.083870746,0.5813989
data,0.083729655,0.58078253,0.083767734,0.08333614,0.0835903,0.08479365
password,0.58263093,0.08334627,0.08334571,0.08352404,0.08362183,0.08353123
frequent,0.58319926,0.083360955,0.08335941,0.083360404,0.08336033,0.083359644
flier,0.58301634,0.08339876,0.08339513,0.08339665,0.08339708,0.083396
mile,0.5830182,0.08339845,0.08339477,0.08339637,0.083396815,0.083395444
hotel,0.5830172,0.0833986,0.083395,0.08339651,0.08339699,0.08339577
reward,0.08368416,0.08334071,0.083340496,0.08334039,0.5829538,0.08334042
number,0.08450702,0.083344325,0.58008355,0.0834235,0.083982736,0.0846589
must,0.58301705,0.08339858,0.08339497,0.08339657,0.083397,0.08339587
enabl,0.0845447,0.08335771,0.08473628,0.08335657,0.083356634,0.5806481
activ,0.0841214,0.08337065,0.08336842,0.08336938,0.5824013,0.08336884
commerci,0.58257145,0.0833614,0.08398649,0.08336024,0.083360426,0.08336002
requir,0.08389625,0.58120507,0.08362943,0.08347227,0.083340645,0.08445637
paid,0.5828162,0.08335088,0.083349936,0.08335035,0.08335041,0.083782256
microsoft,0.5824862,0.083343804,0.083343,0.083371446,0.08411233,0.08334319
365,0.58324814,0.083351,0.08334989,0.08335024,0.08335033,0.083350405
commerci,0.58258843,0.08336137,0.0839696,0.08336021,0.083360404,0.083359994
subscript,0.5826366,0.08370654,0.0833413,0.083341524,0.083632745,0.08334133
trial,0.58301705,0.08339855,0.08339497,0.08339654,0.083396986,0.083395876
subscript,0.58265513,0.08369447,0.083341286,0.08334151,0.083626315,0.08334131
microsoft,0.5824415,0.08334383,0.08334302,0.08337151,0.08415687,0.08334322
team,0.5818307,0.08395956,0.08399676,0.08345086,0.083337,0.08342514
work,0.08404169,0.08364227,0.57970285,0.0838545,0.08390511,0.084853575
If,0.08384895,0.083338834,0.0841158,0.083515406,0.08339624,0.5817848
your,0.08460254,0.58052206,0.083886206,0.0839291,0.08345939,0.08360069
sure,0.08372956,0.5813981,0.083543025,0.08398847,0.08398591,0.083354875
compani,0.083921246,0.08333958,0.08420874,0.08375053,0.5813098,0.08347008
subscript,0.58264315,0.08370263,0.08334129,0.08334152,0.083630055,0.083341315
servic,0.083439164,0.08397504,0.5821028,0.08333635,0.08351163,0.08363506
access,0.08430963,0.0837149,0.58015424,0.08347331,0.08419072,0.084157206
visit,0.08352197,0.08334302,0.58289844,0.08334229,0.08334238,0.08355187
office.com/team,0.5830174,0.08339862,0.08339491,0.08339655,0.08339691,0.08339556
learn,0.084105834,0.579663,0.08463673,0.084414266,0.08361984,0.083560325
contact,0.58171284,0.083416335,0.08361086,0.08339378,0.08437578,0.083490424
IT,0.083600074,0.5827377,0.08362456,0.083345905,0.083346106,0.08334566
depart,0.08468997,0.08339371,0.581741,0.08339181,0.083392225,0.08339132
By,0.08398683,0.5818962,0.08402953,0.083362564,0.08336281,0.08336212
download,0.5812515,0.08367991,0.08458458,0.08357168,0.083341435,0.083570935
team,0.5818214,0.08396464,0.084000826,0.08345093,0.083337,0.0834252
agre,0.08465705,0.08339419,0.5817749,0.08339141,0.0833919,0.08339057
licens,0.08349637,0.08334167,0.084020585,0.5824571,0.08334313,0.08334114
see,0.08443476,0.08406704,0.5807288,0.083340496,0.0839262,0.08350268
aka.ms/eulateamsmobil,0.583017,0.083398536,0.08339502,0.08339655,0.083397,0.08339593
privaci,0.083949134,0.5825014,0.08352584,0.08334128,0.08334125,0.08334107
term,0.08396141,0.58118874,0.08446796,0.08336263,0.083362855,0.08365643
see,0.08448578,0.08406893,0.5806742,0.08334051,0.0839276,0.083502986
aka.ms/privaci,0.5830181,0.08339844,0.083394855,0.08339637,0.08339685,0.083395414
for,0.58023363,0.08400199,0.08393769,0.083742104,0.084398225,0.083686344
support,0.084205315,0.083831705,0.08352131,0.5810404,0.08352433,0.08387696
feedback,0.083666295,0.08405191,0.084823705,0.08386491,0.5802424,0.08335084
email,0.08435298,0.08373444,0.08344153,0.083935134,0.0838277,0.5807082
us,0.083778806,0.58093005,0.08348887,0.08459303,0.08338222,0.08382703
mtandapp,0.58301723,0.083398506,0.08339496,0.08339652,0.083396964,0.08339581
microsoft.com,0.5830183,0.08339838,0.083394825,0.08339635,0.08339682,0.083395325
EU,0.58301836,0.0833983,0.0833948,0.08339632,0.083396815,0.08339538
contract,0.08386437,0.08335945,0.5827022,0.083358064,0.08335825,0.08335762
summari,0.58301735,0.08339854,0.08339492,0.0833965,0.083396964,0.083395705
aka.ms/eucontractsummari,0.5830173,0.083398595,0.083395004,0.08339651,0.08339696,0.08339564
b'dw,0.5830192,0.08339803,0.08339464,0.083396204,0.08339664,0.08339534
contact,0.581636,0.083416544,0.08361166,0.08339395,0.08445102,0.08349084
phone,0.08456663,0.08348903,0.08440698,0.5797623,0.084122844,0.08365227
sm,0.5831365,0.08334055,0.083339974,0.083340116,0.08334015,0.08350271
power,0.08442033,0.08366347,0.08399255,0.08427845,0.58009726,0.08354792
replac,0.5831999,0.08336081,0.0833593,0.083360076,0.083360225,0.08335967
phone\,0.08465136,0.08338915,0.08338738,0.08338766,0.08338801,0.5817964
's,0.08464457,0.08451089,0.0841022,0.5784831,0.08391625,0.08434302
origin,0.5827564,0.0833444,0.08355541,0.08365764,0.083343215,0.083342925
phone,0.08450147,0.083488695,0.08440295,0.57983506,0.08412035,0.08365151
contact,0.58169097,0.08341639,0.083611086,0.08339383,0.084397174,0.083490536
sm,0.5831367,0.08334055,0.083339974,0.083340116,0.08334015,0.083502516
app,0.08445787,0.08410741,0.5803439,0.08353111,0.08414612,0.08341359
key,0.5812214,0.0833418,0.08351516,0.08462044,0.08376889,0.08353233
featur,0.08446248,0.08362422,0.08419998,0.08412693,0.57852596,0.085060395
sm,0.58313674,0.08334055,0.083339974,0.083340116,0.08334015,0.083502494
+,0.5829335,0.08333638,0.08341147,0.08342521,0.083336085,0.08355731
complet,0.0840541,0.08373409,0.581869,0.08334239,0.083658196,0.083342224
sm,0.58313674,0.08334055,0.083339974,0.083340116,0.08334015,0.08350246
support,0.08421896,0.083832264,0.08352143,0.5810252,0.083524466,0.0838777
schedul,0.58193046,0.08462976,0.08335953,0.0833601,0.08336025,0.0833599
send,0.084458545,0.083516724,0.08357077,0.08348972,0.5813735,0.08359075
automat,0.08427656,0.08333759,0.08357757,0.08348013,0.08413318,0.58119494
send,0.0845262,0.083517134,0.083571315,0.083490066,0.58130395,0.08359134
bless,0.5830193,0.08339807,0.0833946,0.083396144,0.083396606,0.08339525
sm,0.5831365,0.08334055,0.083339974,0.083340116,0.08334015,0.083502695
contact,0.58173853,0.08341626,0.08361058,0.08339373,0.08435066,0.08349028
birthday/anniversari,0.58320004,0.08336089,0.08335932,0.08335995,0.08336013,0.08335968
template-bas,0.58301866,0.08339819,0.08339469,0.08339624,0.0833967,0.083395496
bulk,0.08381916,0.083357096,0.08335553,0.08335623,0.08335641,0.58275557
sm,0.58313674,0.08334055,0.083339974,0.083340116,0.08334015,0.08350245
send,0.08448317,0.08351687,0.08357097,0.08348985,0.5813482,0.08359097
automat,0.08421599,0.08333758,0.08357668,0.08347963,0.08411446,0.58127564
insert,0.083663404,0.08334967,0.08334887,0.58208656,0.08382407,0.0837274
contact,0.58173853,0.08341626,0.08361058,0.08339373,0.08435066,0.08349028
name,0.57984805,0.083341844,0.08351764,0.08482831,0.08412863,0.08433556
contact,0.5817235,0.0834163,0.08361074,0.08339377,0.084365316,0.08349036
+,0.58293384,0.08333638,0.08341146,0.083425194,0.083336085,0.083557025
search,0.08391091,0.084525734,0.5790401,0.084421284,0.08459475,0.08350724
field,0.08426875,0.08335215,0.08389285,0.08423548,0.580662,0.08358871
contact,0.58165485,0.08341649,0.08361147,0.0833939,0.08443254,0.08349074
note,0.084257856,0.58141553,0.08353736,0.08375672,0.0835972,0.0834353
address,0.084121555,0.084045164,0.5803827,0.08334935,0.084750876,0.08335034
email,0.08442548,0.08373568,0.08344181,0.08393727,0.08382934,0.5806304
relationship,0.5830181,0.08339813,0.08339477,0.083396345,0.0833968,0.08339583
...,0.58227617,0.08334624,0.08361933,0.083765335,0.08334583,0.08364712
+,0.582933,0.08333638,0.08341147,0.083425224,0.083336085,0.08355782
group-bas,0.58319956,0.08336099,0.08335935,0.083360024,0.08336018,0.0833599
contact,0.58170646,0.08341635,0.08361094,0.0833938,0.08438202,0.08349046
manag,0.08407995,0.08333963,0.084004916,0.08333999,0.5817652,0.08347034
support,0.08420066,0.08383156,0.08352127,0.58104545,0.08352429,0.08387679
nest,0.58301866,0.0833982,0.08339469,0.08339628,0.083396725,0.083395496
group,0.58171594,0.08355928,0.084075935,0.08369569,0.08350207,0.08345111
contact-bas,0.58301854,0.08339821,0.083394684,0.08339626,0.08339673,0.083395615
remind,0.5832001,0.083360836,0.083359286,0.08335994,0.08336013,0.08335974
task,0.58328444,0.083343476,0.08334278,0.08334301,0.08334306,0.08334324
list,0.08421929,0.08349975,0.083420515,0.58167183,0.083844475,0.08334412
+,0.58293307,0.0833364,0.08341148,0.083425224,0.0833361,0.083557785
share,0.08443765,0.084309906,0.083928786,0.5788643,0.08427357,0.084185794
contact,0.5816302,0.08341655,0.08361171,0.08339395,0.084456764,0.08349086
text,0.083657734,0.08333537,0.08341127,0.58238,0.0833496,0.08386604
allow,0.08346899,0.08363004,0.08439567,0.083339915,0.08419552,0.5809698
select,0.5814115,0.08352884,0.08377566,0.083338015,0.083781846,0.08416415
field,0.08426944,0.08335215,0.08389265,0.08423554,0.5806615,0.08358872
share,0.08442132,0.08429992,0.08392784,0.57889694,0.084270425,0.084183596
+,0.58293015,0.08333638,0.08341152,0.08342529,0.083336085,0.08356053
filter,0.08382186,0.08334003,0.0833402,0.084607854,0.58117235,0.08371771
contact,0.58173245,0.083416276,0.08361065,0.083393745,0.08435657,0.08349031
group,0.58176714,0.08355862,0.08402736,0.08369446,0.08350161,0.083450794
compani,0.083920404,0.083339565,0.084184535,0.08374993,0.58133566,0.08346992
posit,0.5811323,0.08421092,0.083514564,0.083589986,0.08402186,0.08353036
provinc,0.58301866,0.0833982,0.083394706,0.083396256,0.08339671,0.08339546
citi,0.083527505,0.08334289,0.582205,0.0833426,0.08334251,0.08423952
zip,0.08412884,0.0833493,0.08334841,0.083349966,0.5824747,0.08334874
code,0.08339233,0.5822198,0.08384936,0.08342627,0.08343376,0.08367852
...,0.5822728,0.08334624,0.083623305,0.08376543,0.08334583,0.08364635
+,0.58293086,0.08333638,0.083411515,0.08342529,0.083336085,0.08355982
flexibl,0.5824878,0.08336105,0.08335959,0.083360106,0.0833603,0.08407113
multi-select,0.5831999,0.08336084,0.0833593,0.08335997,0.08336014,0.08335981
mode,0.579113,0.08475866,0.083574876,0.08414483,0.083895214,0.08451343
combin,0.5808882,0.08468798,0.08336021,0.08336036,0.08434261,0.08336067
differ,0.08385671,0.083338805,0.08383682,0.083474115,0.08375976,0.5817338
contact,0.58172953,0.08341628,0.08361069,0.08339376,0.084359385,0.083490334
filter,0.08382177,0.08334003,0.0833402,0.084602155,0.5811782,0.083717644
method,0.58319956,0.08336089,0.08335935,0.08336002,0.08336019,0.08336
select,0.5813966,0.083528966,0.08377605,0.08333802,0.08378221,0.084178194
contact,0.58170235,0.08341636,0.08361097,0.083393805,0.08438603,0.083490476
for,0.5802804,0.08400041,0.083936356,0.083741315,0.0843558,0.08368569
select,0.58141845,0.08352878,0.083775535,0.083338015,0.083781734,0.084157474
contact,0.5817354,0.083416276,0.083610624,0.08339375,0.08435371,0.083490305
send,0.084407136,0.08351639,0.08357032,0.08348944,0.5814265,0.083590254
messag,0.08404259,0.083342865,0.58227366,0.08334224,0.08365616,0.08334244
email,0.08440066,0.08373537,0.08344173,0.08393776,0.08382916,0.58065534
export,0.08341518,0.083337456,0.08333722,0.08351892,0.08354159,0.5828496
share,0.08439162,0.08430462,0.08392728,0.5789223,0.08427068,0.08418359
set,0.0840249,0.08333712,0.5809371,0.08374477,0.083949365,0.084006764
rington,0.58319974,0.08336094,0.083359346,0.083359994,0.083360165,0.08335982
etc,0.08468595,0.08334328,0.08382684,0.5809612,0.083788246,0.0833945
+,0.5829325,0.08333638,0.083411485,0.083425224,0.083336085,0.083558306
configur,0.0838315,0.08352306,0.08333777,0.5824879,0.08348183,0.08333801
contact,0.5817382,0.08341626,0.08361059,0.08339374,0.08435096,0.08349028
list,0.08419246,0.08349954,0.08342041,0.58169997,0.08384352,0.0833441
view,0.083744116,0.08434658,0.08360397,0.0836899,0.58104545,0.08356995
display,0.08424485,0.08459877,0.579779,0.083713144,0.084317885,0.083346315
contact\,0.5830193,0.08339805,0.0833946,0.08339615,0.08339661,0.08339522
's,0.5779991,0.08458924,0.08415392,0.084890835,0.08395483,0.08441205
nicknam,0.5830197,0.083397985,0.08339456,0.0833961,0.08339656,0.083395116
compani,0.08391968,0.08333957,0.08417639,0.08374967,0.5813448,0.08346987
posit,0.5811425,0.0842013,0.08351449,0.083589874,0.084021606,0.08353027
number,0.08451226,0.08334433,0.5800475,0.08342359,0.08398357,0.084688745
note,0.08433709,0.58133274,0.08353804,0.08375838,0.083598115,0.08343562
...,0.5822814,0.08334624,0.08361991,0.08376093,0.08334582,0.08364571
and,0.5810303,0.084562145,0.08338364,0.08433975,0.083342806,0.083341345
multipl,0.08357498,0.084168755,0.083820224,0.58037245,0.084436744,0.08362687
